NO LOAD			Charger			Bulb
10.00, 58.14, 5.81			12.36, 59.56, 4.82
9.50, 63.00, 6.63			12.71, 69.02, 5.43
9.43, 53.46, 5.67			11.82, 47.95, 4.06
10.68, 53.05, 4.97			12.69, 58.59, 4.62
9.17, 44.53, 4.86			12.18, 69.96, 5.74
9.84, 48.98, 4.98			12.66, 73.62, 5.82
10.40, 48.98, 4.71			12.75, 55.03, 4.32
9.61, 50.93, 5.30			12.26, 58.67, 4.79
9.92, 54.73, 5.52			13.55, 70.35, 5.19
9.14, 49.71, 5.44			12.73, 69.93, 5.49
10.12, 51.28, 5.07			11.79, 50.84, 4.31
8.68, 56.73, 6.54			11.37, 48.40, 4.26
9.51, 46.86, 4.93			12.64, 58.35, 4.62
10.25, 58.01, 5.66			12.23, 55.42, 4.53
9.56, 72.51, 7.58			12.82, 61.61, 4.80
10.00, 49.73, 4.97			11.67, 62.19, 5.33
9.63, 56.98, 5.92			12.18, 73.69, 6.05
9.62, 54.12, 5.63			12.09, 63.27, 5.23
9.97, 53.12, 5.33			12.10, 59.77, 4.94
9.52, 51.08, 5.37			12.08, 57.81, 4.79
10.98, 64.20, 5.85			12.07, 49.04, 4.06
9.36, 57.43, 6.14			12.45, 71.06, 5.71
11.50, 62.30, 5.42			12.23, 60.40, 4.94
9.37, 47.88, 5.11			12.34, 63.80, 5.17
9.33, 45.14, 4.84			12.44, 63.51, 5.11
10.12, 55.45, 5.48			12.17, 57.38, 4.71
9.33, 47.24, 5.06			11.50, 66.12, 5.75
10.37, 57.49, 5.54			12.00, 56.35, 4.70
10.09, 49.82, 4.94			12.63, 54.62, 4.33
9.98, 50.15, 5.03			11.82, 50.58, 4.28
9.54, 52.50, 5.50			13.48, 59.17, 4.39
10.25, 51.23, 5.00			12.24, 61.05, 4.99
10.35, 49.45, 4.78			12.01, 64.78, 5.39
10.97, 66.12, 6.03			11.84, 61.82, 5.22
10.36, 58.85, 5.68			12.69, 83.39, 6.57
9.84, 53.84, 5.47			12.64, 58.92, 4.66
9.15, 41.54, 4.54			12.86, 86.49, 6.73
9.91, 55.56, 5.60			12.19, 67.34, 5.52
9.59, 47.91, 5.00			12.90, 61.09, 4.73
9.77, 51.91, 5.31			11.61, 73.64, 6.34
9.42, 58.42, 6.20			12.90, 65.98, 5.11
9.48, 58.16, 6.13			12.67, 52.81, 4.17
10.43, 61.38, 5.89			12.34, 62.38, 5.06
9.81, 53.24, 5.43			12.93, 58.94, 4.56
10.81, 57.22, 5.29			12.38, 58.18, 4.70
9.69, 57.19, 5.90			12.47, 59.50, 4.77
11.19, 57.62, 5.15			13.28, 79.63, 6.00
10.72, 62.62, 5.84			12.09, 59.53, 4.92
11.06, 56.31, 5.09			12.53, 65.80, 5.25
10.08, 57.82, 5.73			12.17, 59.31, 4.87
11.17, 57.93, 5.19			12.11, 67.35, 5.56
11.35, 57.71, 5.09			12.44, 62.61, 5.03
10.47, 52.67, 5.03			11.95, 68.46, 5.73
10.13, 55.94, 5.52			12.15, 53.55, 4.41
10.71, 57.89, 5.40			12.31, 62.86, 5.11
10.44, 57.71, 5.53			13.13, 59.95, 4.57
10.63, 55.81, 5.25			12.33, 53.47, 4.34
11.37, 55.93, 4.92			11.22, 52.30, 4.66
11.08, 57.57, 5.20			12.79, 79.03, 6.18
9.46, 57.97, 6.13			13.33, 60.12, 4.51
11.33, 60.89, 5.37			12.47, 67.28, 5.40
11.05, 59.56, 5.39			12.42, 55.90, 4.50
10.93, 59.60, 5.45			13.17, 66.26, 5.03
10.81, 58.70, 5.43			12.38, 59.73, 4.83
10.56, 57.01, 5.40			11.06, 58.22, 5.26
11.14, 60.07, 5.39			12.15, 53.72, 4.42
10.04, 68.74, 6.85			11.51, 59.62, 5.18
10.33, 53.22, 5.15			12.41, 82.76, 6.67
11.14, 52.59, 4.72			11.98, 61.23, 5.11
10.56, 56.70, 5.37			12.03, 51.26, 4.26
9.94, 53.55, 5.38			11.30, 58.15, 5.15
11.08, 59.78, 5.40			10.78, 54.43, 5.05
10.63, 63.55, 5.98			11.61, 55.47, 4.78
10.45, 61.78, 5.91			12.16, 50.33, 4.14
10.52, 54.88, 5.22			11.29, 51.65, 4.58
11.44, 54.61, 4.77			12.04, 44.40, 3.69
10.45, 54.69, 5.24			11.48, 53.91, 4.70
10.46, 61.10, 5.84			12.06, 75.74, 6.28
9.76, 55.86, 5.73			11.64, 52.29, 4.49
11.47, 62.04, 5.41			11.78, 54.33, 4.61
11.40, 58.82, 5.16			12.30, 53.56, 4.35
11.05, 57.24, 5.18			12.12, 67.46, 5.56
10.75, 59.48, 5.53			11.74, 62.65, 5.33
10.26, 52.60, 5.13			11.83, 82.31, 6.95
10.67, 61.16, 5.73			11.35, 51.37, 4.53
9.90, 53.24, 5.38			12.02, 56.64, 4.71
11.13, 60.79, 5.46			11.33, 53.23, 4.70
10.29, 57.69, 5.61			11.79, 55.86, 4.74
10.91, 63.31, 5.80			12.33, 59.84, 4.85
10.87, 52.31, 4.81			11.97, 59.46, 4.97
10.45, 51.33, 4.91			11.98, 71.50, 5.97
10.09, 52.64, 5.22			12.97, 60.28, 4.65
10.74, 57.03, 5.31			11.92, 54.09, 4.54
10.43, 56.79, 5.45			11.57, 49.77, 4.30
10.61, 55.33, 5.21			12.44, 52.74, 4.24
10.94, 59.83, 5.47			11.84, 55.35, 4.67
10.62, 63.70, 6.00			12.53, 55.25, 4.41
10.94, 59.35, 5.43			12.26, 56.98, 4.65
11.25, 55.97, 4.98			12.75, 56.87, 4.46
11.18, 63.39, 5.67			12.13, 62.70, 5.17
10.98, 57.81, 5.27			12.55, 61.81, 4.92
10.47, 60.03, 5.73			12.52, 58.44, 4.67
10.54, 54.24, 5.15			12.31, 63.71, 5.17
11.16, 57.94, 5.19			11.61, 48.94, 4.21
10.29, 59.64, 5.79			11.54, 51.59, 4.47
10.53, 57.70, 5.48			12.99, 80.80, 6.22
10.70, 61.43, 5.74			12.49, 55.23, 4.42
10.31, 55.39, 5.37			11.24, 45.28, 4.03
10.49, 58.90, 5.61			10.80, 59.62, 5.52
9.88, 75.89, 7.68			11.64, 64.58, 5.55
10.05, 54.63, 5.44			12.36, 60.76, 4.92
10.67, 56.38, 5.28			11.99, 53.03, 4.42
10.21, 59.53, 5.83			11.92, 65.65, 5.51
10.16, 62.63, 6.17			12.20, 45.11, 3.70
10.25, 60.41, 5.90			11.94, 51.04, 4.27
10.62, 60.73, 5.72			11.76, 69.70, 5.93
10.73, 57.12, 5.32			11.98, 72.71, 6.07
10.76, 51.76, 4.81			12.76, 62.74, 4.92
10.29, 54.35, 5.28			12.02, 51.93, 4.32
11.67, 62.15, 5.33			11.77, 48.92, 4.16
10.27, 51.97, 5.06			12.35, 62.99, 5.10
9.06, 51.32, 5.67			12.02, 55.74, 4.64
7.90, 45.07, 5.70			11.60, 51.08, 4.40
8.68, 56.32, 6.49			12.50, 69.06, 5.53
7.82, 53.69, 6.87			12.58, 54.67, 4.35
7.89, 43.52, 5.51			11.37, 54.56, 4.80
10.58, 52.14, 4.93			12.10, 69.97, 5.78
10.01, 53.93, 5.39			12.54, 56.73, 4.53
10.69, 56.35, 5.27			11.87, 58.65, 4.94
10.49, 62.63, 5.97			12.76, 57.00, 4.47
10.96, 49.66, 4.53			11.54, 58.96, 5.11
10.78, 51.68, 4.79			11.18, 83.83, 7.50
10.63, 60.38, 5.68			11.64, 84.29, 7.24
10.59, 52.92, 5.00			10.77, 49.09, 4.56
10.52, 56.99, 5.42			11.61, 50.56, 4.35
11.33, 53.36, 4.71			10.81, 53.22, 4.93
10.05, 45.55, 4.53			11.13, 53.29, 4.79
10.55, 56.12, 5.32			11.48, 51.95, 4.52
9.64, 55.12, 5.72			12.05, 51.35, 4.26
10.07, 55.24, 5.49			11.20, 56.03, 5.00
10.66, 50.22, 4.71			11.75, 87.62, 7.46
10.98, 63.48, 5.78			11.71, 51.01, 4.36
10.69, 52.08, 4.87			11.41, 52.28, 4.58
11.12, 75.23, 6.76			10.82, 55.35, 5.11
11.05, 57.14, 5.17			11.56, 56.35, 4.88
9.96, 58.71, 5.90			10.48, 54.04, 5.16
9.11, 56.29, 6.18			11.76, 53.45, 4.55
10.29, 59.96, 5.83			12.03, 73.36, 6.10
11.11, 59.72, 5.38			12.01, 56.55, 4.71
11.03, 55.63, 5.04			11.50, 53.88, 4.69
10.79, 56.23, 5.21			11.68, 54.16, 4.64
10.63, 59.63, 5.61			11.27, 53.62, 4.76
11.42, 59.82, 5.24			11.75, 69.56, 5.92
10.34, 54.64, 5.29			11.45, 55.79, 4.87
10.39, 56.06, 5.39			11.49, 44.47, 3.87
10.23, 47.01, 4.59			11.84, 50.72, 4.28
11.06, 60.09, 5.43			11.48, 48.29, 4.21
10.30, 59.16, 5.74			10.83, 51.33, 4.74
10.50, 52.96, 5.04			11.89, 61.97, 5.21
11.05, 57.33, 5.19			11.57, 55.93, 4.83
10.74, 58.30, 5.43			11.25, 46.33, 4.12
11.46, 64.23, 5.61			11.03, 53.71, 4.87
10.05, 59.22, 5.89			11.39, 54.08, 4.75
11.19, 63.09, 5.64			11.42, 58.04, 5.08
11.58, 53.55, 4.62			11.79, 74.74, 6.34
10.09, 56.03, 5.55			10.85, 55.54, 5.12
11.18, 55.51, 4.96			11.14, 55.50, 4.98
11.24, 53.22, 4.73			11.45, 62.07, 5.42
11.04, 62.08, 5.62			11.49, 59.37, 5.17
10.66, 53.27, 5.00			11.89, 55.65, 4.68
10.64, 55.02, 5.17			10.57, 47.96, 4.54
10.23, 56.91, 5.56			11.68, 57.20, 4.90
10.84, 54.33, 5.01			11.21, 54.46, 4.86
11.17, 59.71, 5.35			12.82, 57.32, 4.47
10.68, 62.29, 5.83			11.70, 89.27, 7.63
10.47, 53.78, 5.13			10.79, 53.67, 4.97
10.21, 57.36, 5.62			11.52, 56.62, 4.91
10.73, 56.56, 5.27			11.00, 58.03, 5.28
9.91, 58.47, 5.90			11.52, 57.92, 5.03
11.38, 56.59, 4.97			11.36, 47.16, 4.15
10.73, 57.60, 5.37			11.44, 66.73, 5.83
10.59, 58.64, 5.54			11.64, 59.03, 5.07
11.16, 58.01, 5.20			11.96, 65.10, 5.44
11.02, 56.34, 5.11			11.14, 49.40, 4.43
10.76, 57.19, 5.32			11.99, 80.07, 6.68
10.60, 58.84, 5.55			11.36, 45.24, 3.98
11.21, 64.84, 5.78			10.62, 60.55, 5.70
10.35, 58.78, 5.68			11.32, 48.90, 4.32
10.16, 55.32, 5.44			12.14, 53.34, 4.39
10.19, 53.21, 5.22			11.52, 55.70, 4.84
11.42, 55.58, 4.87			11.70, 57.35, 4.90
10.47, 54.85, 5.24			11.55, 50.61, 4.38
10.75, 63.01, 5.86			11.57, 51.71, 4.47
10.70, 52.87, 4.94			11.56, 56.11, 4.85
9.84, 52.93, 5.38			11.51, 48.68, 4.23
9.69, 52.52, 5.42			10.43, 48.09, 4.61
10.16, 58.63, 5.77			12.33, 75.07, 6.09
11.21, 63.80, 5.69			10.99, 65.32, 5.94
10.79, 55.62, 5.16			11.40, 54.12, 4.75
10.87, 56.33, 5.18			11.48, 50.47, 4.40
9.66, 42.44, 4.39			11.45, 60.72, 5.30
9.78, 55.91, 5.72			10.79, 53.49, 4.96
10.28, 50.81, 4.94			11.26, 65.18, 5.79
10.64, 60.85, 5.72			11.77, 60.34, 5.12
10.88, 62.57, 5.75			12.33, 55.01, 4.46
10.66, 55.79, 5.23			11.44, 52.13, 4.56
9.71, 51.76, 5.33			12.00, 73.63, 6.14
11.54, 60.12, 5.21			11.77, 58.36, 4.96
11.11, 55.56, 5.00			11.97, 55.02, 4.60
10.81, 59.65, 5.52			11.32, 52.11, 4.60
10.47, 53.27, 5.09			11.32, 52.14, 4.61
10.23, 58.93, 5.76			11.79, 48.78, 4.14
9.91, 53.41, 5.39			11.35, 74.85, 6.59
10.69, 61.54, 5.76			11.38, 49.46, 4.35
10.35, 49.59, 4.79			10.74, 52.82, 4.92
10.55, 58.59, 5.55			11.82, 58.00, 4.91
11.02, 65.19, 5.91			11.86, 56.53, 4.77
10.34, 55.38, 5.36			11.48, 58.96, 5.14
10.90, 56.35, 5.17			11.19, 51.36, 4.59
10.84, 59.07, 5.45			11.65, 55.05, 4.73
10.46, 61.45, 5.87			11.29, 56.56, 5.01
11.14, 54.35, 4.88			12.05, 55.70, 4.62
10.53, 56.38, 5.35			11.25, 55.21, 4.91
11.16, 56.51, 5.07			11.16, 56.67, 5.08
11.00, 61.65, 5.60			12.28, 58.81, 4.79
10.63, 62.67, 5.89			11.13, 50.12, 4.50
10.16, 59.28, 5.84			11.93, 54.83, 4.60
10.05, 53.74, 5.35			12.03, 60.94, 5.06
9.77, 49.06, 5.02			10.98, 47.85, 4.36
10.94, 60.67, 5.54			11.46, 56.54, 4.93
11.04, 60.54, 5.48			11.75, 50.39, 4.29
9.90, 52.98, 5.35			11.56, 57.42, 4.97
10.53, 51.59, 4.90			11.77, 78.23, 6.64
10.47, 55.09, 5.26			12.03, 56.73, 4.71
10.14, 60.49, 5.96			12.05, 55.08, 4.57
10.41, 51.90, 4.98			10.79, 48.79, 4.52
10.80, 61.75, 5.72			11.66, 53.30, 4.57
11.34, 59.53, 5.25			11.57, 52.18, 4.51
9.61, 49.43, 5.15			10.72, 52.96, 4.94
11.85, 56.82, 4.80			12.12, 65.78, 5.43
10.02, 58.37, 5.82			11.48, 53.04, 4.62
10.58, 60.62, 5.73			11.82, 55.22, 4.67
11.18, 55.57, 4.97			11.55, 52.98, 4.59
9.58, 52.10, 5.44			11.24, 76.92, 6.84
11.04, 59.46, 5.39			11.64, 53.53, 4.60
10.56, 55.60, 5.26			11.62, 52.19, 4.49
9.84, 64.54, 6.56			10.89, 55.85, 5.13
9.21, 50.01, 5.43			11.08, 46.68, 4.21
9.85, 57.54, 5.84			12.12, 55.70, 4.60
9.71, 57.45, 5.92			10.53, 42.24, 4.01
9.49, 54.50, 5.74			12.64, 53.64, 4.24
9.12, 48.26, 5.29			11.71, 69.65, 5.95
			11.19, 68.30, 6.10
SET 3 - Reading taken before bulb readings was taken			11.37, 65.83, 5.79
10.64, 57.44, 5.40			11.54, 66.93, 5.80
11.02, 61.90, 5.62			11.34, 56.44, 4.98
11.18, 54.01, 4.83			11.45, 55.06, 4.81
11.28, 62.62, 5.55			11.56, 50.35, 4.36
11.07, 52.46, 4.74			11.74, 52.39, 4.46
11.48, 58.81, 5.12			11.28, 60.47, 5.36
11.05, 59.02, 5.34			11.48, 54.67, 4.76
11.94, 74.52, 6.24			11.89, 76.75, 6.46
12.52, 63.75, 5.09			11.56, 59.18, 5.12
11.95, 94.51, 7.91			10.83, 40.30, 3.72
11.31, 60.80, 5.37			11.23, 51.90, 4.62
12.71, 61.51, 4.84			11.54, 62.12, 5.38
11.55, 52.17, 4.52			11.77, 53.94, 4.59
12.45, 61.62, 4.95			12.18, 53.61, 4.40
11.42, 58.89, 5.16			11.26, 46.19, 4.10
12.38, 81.32, 6.57			12.39, 61.54, 4.97
12.37, 57.53, 4.65			11.98, 57.59, 4.81
12.40, 63.60, 5.13			11.74, 55.29, 4.71
11.82, 56.92, 4.82			12.22, 61.64, 5.04
11.82, 61.76, 5.23			11.87, 58.26, 4.91
11.18, 63.61, 5.69			11.14, 49.36, 4.43
10.61, 51.25, 4.83			12.29, 69.84, 5.68
12.13, 60.56, 4.99			11.64, 65.32, 5.61
11.45, 61.16, 5.34			11.55, 59.57, 5.16
12.23, 68.11, 5.57			11.25, 55.82, 4.96
11.61, 54.32, 4.68			12.97, 60.08, 4.63
12.88, 60.11, 4.67			11.95, 64.66, 5.41
11.71, 59.65, 5.09			11.94, 56.97, 4.77
12.93, 67.62, 5.23			11.72, 62.51, 5.33
11.52, 62.46, 5.42			11.71, 44.37, 3.79
12.04, 65.23, 5.42			11.78, 63.15, 5.36
11.39, 53.73, 4.72			12.15, 56.91, 4.69
12.19, 63.27, 5.19			11.98, 53.88, 4.50
12.93, 75.62, 5.85			12.34, 56.55, 4.58
11.31, 58.30, 5.15			11.89, 58.62, 4.93
11.59, 61.43, 5.30			13.31, 58.42, 4.39
12.20, 61.98, 5.08			11.82, 55.85, 4.73
11.13, 59.52, 5.35			10.86, 60.88, 5.61
11.43, 73.45, 6.43			11.74, 57.11, 4.87
12.45, 60.69, 4.88			12.89, 49.17, 3.82
11.83, 70.60, 5.97			12.71, 63.70, 5.01
12.09, 66.61, 5.51			13.37, 56.69, 4.24
11.28, 59.50, 5.27			13.44, 63.11, 4.70
11.93, 68.77, 5.77			12.09, 74.04, 6.12
12.06, 67.49, 5.60			11.52, 54.15, 4.70
13.22, 65.91, 4.99			13.21, 64.64, 4.89
11.98, 67.42, 5.63			12.00, 57.38, 4.78
12.59, 65.60, 5.21			12.25, 60.71, 4.96
12.01, 64.67, 5.39			12.66, 74.27, 5.86
11.27, 59.40, 5.27			12.38, 50.84, 4.11
11.61, 57.88, 4.98			12.49, 59.41, 4.76
10.91, 62.61, 5.74			12.54, 66.71, 5.32
11.87, 62.67, 5.28			13.07, 68.93, 5.28
11.83, 68.82, 5.82			12.81, 62.35, 4.87
11.40, 63.61, 5.58			12.25, 56.91, 4.65
11.50, 59.38, 5.16			12.90, 56.06, 4.35
12.04, 57.94, 4.81			12.89, 59.41, 4.61
12.97, 65.86, 5.08			12.71, 59.01, 4.64
11.74, 59.15, 5.04			12.35, 54.39, 4.40
12.24, 59.05, 4.83			11.77, 51.94, 4.41
11.30, 59.14, 5.23			12.59, 51.05, 4.05
11.61, 62.59, 5.39			12.88, 58.34, 4.53
13.03, 57.99, 4.45			12.84, 64.34, 5.01
12.32, 62.36, 5.06			12.38, 45.63, 3.69
12.47, 69.33, 5.56			12.78, 71.30, 5.58
11.78, 60.97, 5.18			11.36, 61.88, 5.45
12.16, 59.35, 4.88			12.18, 57.58, 4.73
11.86, 66.70, 5.62			11.97, 66.81, 5.58
11.23, 57.41, 5.11			12.58, 86.82, 6.90
12.63, 74.72, 5.91			11.54, 61.27, 5.31
12.36, 66.29, 5.36			12.36, 55.75, 4.51
11.73, 67.68, 5.77			13.86, 66.46, 4.80
10.63, 63.51, 5.98			11.82, 51.21, 4.33
11.75, 58.40, 4.97			11.93, 58.53, 4.91
10.59, 53.11, 5.01			11.56, 52.46, 4.54
12.82, 61.04, 4.76			12.44, 68.72, 5.52
12.08, 66.18, 5.48			12.13, 68.21, 5.62
11.20, 61.91, 5.53			13.14, 101.30, 7.71
11.67, 62.30, 5.34			12.86, 62.21, 4.84
11.09, 57.41, 5.18			12.73, 60.09, 4.72
11.65, 61.38, 5.27			11.68, 62.84, 5.38
11.33, 60.20, 5.31			11.88, 54.66, 4.60
11.57, 64.68, 5.59			13.03, 73.41, 5.63
11.75, 54.94, 4.68			12.36, 56.02, 4.53
11.60, 64.28, 5.54			12.86, 74.95, 5.83
11.30, 62.51, 5.53			12.41, 68.12, 5.49
11.51, 65.22, 5.67			11.41, 55.59, 4.87
11.52, 61.23, 5.32			13.17, 66.34, 5.04
12.28, 66.07, 5.38			12.82, 61.02, 4.76
12.33, 61.09, 4.95			12.17, 49.23, 4.05
11.68, 57.16, 4.89			12.30, 62.33, 5.07
11.74, 61.77, 5.26			12.20, 65.20, 5.34
11.02, 62.12, 5.63			12.89, 69.54, 5.40
12.18, 60.03, 4.93			11.98, 66.93, 5.59
12.03, 58.48, 4.86			13.00, 57.10, 4.39
12.07, 61.73, 5.11			12.07, 59.74, 4.95
11.68, 56.94, 4.87			11.36, 54.92, 4.83
12.44, 62.36, 5.01			11.71, 60.48, 5.17
11.66, 58.76, 5.04			12.59, 55.37, 4.40
13.07, 62.55, 4.78			12.46, 61.27, 4.92
11.97, 59.39, 4.96			12.15, 71.07, 5.85
11.88, 61.09, 5.14			11.82, 54.99, 4.65
12.13, 65.81, 5.42			12.59, 76.56, 6.08
11.28, 60.63, 5.38			13.48, 66.63, 4.94
11.42, 62.44, 5.47			12.23, 77.21, 6.31
11.56, 59.76, 5.17			12.50, 55.87, 4.47
11.36, 57.79, 5.09			12.14, 59.38, 4.89
12.56, 62.51, 4.97			11.93, 61.53, 5.16
11.88, 66.31, 5.58			12.09, 50.20, 4.15
12.64, 66.70, 5.28			11.98, 58.52, 4.89
11.89, 54.56, 4.59			12.72, 65.91, 5.18
12.59, 63.19, 5.02			11.64, 48.49, 4.17
11.80, 66.02, 5.60			11.40, 55.17, 4.84
12.60, 62.85, 4.99			12.51, 68.77, 5.50
10.90, 63.74, 5.85			12.14, 66.22, 5.45
10.88, 54.61, 5.02			11.88, 62.08, 5.23
10.56, 53.86, 5.10			12.70, 64.36, 5.07
11.01, 71.87, 6.53			12.61, 55.63, 4.41
11.06, 69.11, 6.25			11.67, 53.63, 4.60
10.44, 56.64, 5.43			11.81, 67.29, 5.70
10.97, 59.46, 5.42			11.99, 55.61, 4.64
10.72, 54.50, 5.08			11.14, 60.30, 5.41
10.91, 66.83, 6.12			11.97, 54.24, 4.53
11.38, 57.76, 5.07			12.08, 64.13, 5.31
			11.41, 58.21, 5.10
SET $- After I ejected the power and joined , no load readings			11.95, 51.13, 4.28
11.19, 61.49, 5.50			12.90, 67.40, 5.23
9.61, 58.91, 6.13			11.79, 60.95, 5.17
10.99, 62.69, 5.70			11.96, 54.39, 4.55
11.41, 70.25, 6.16			12.31, 58.01, 4.71
12.71, 76.51, 6.02			11.79, 51.32, 4.35
10.54, 58.61, 5.56			12.36, 69.72, 5.64
12.18, 66.05, 5.42			11.96, 58.89, 4.92
11.08, 61.85, 5.58			12.87, 62.57, 4.86
10.31, 60.32, 5.85			11.27, 44.76, 3.97
12.24, 54.61, 4.46			11.45, 55.14, 4.82
11.02, 61.62, 5.59			12.15, 57.49, 4.73
11.22, 59.90, 5.34			12.01, 53.69, 4.47
11.53, 66.43, 5.76			11.63, 53.52, 4.60
11.55, 66.80, 5.78			11.94, 61.38, 5.14
11.18, 61.77, 5.53			12.12, 55.03, 4.54
10.77, 58.62, 5.44			11.08, 56.41, 5.09
11.71, 76.07, 6.50			11.76, 58.23, 4.95
10.17, 52.94, 5.20			11.00, 60.41, 5.49
11.26, 64.51, 5.73			11.66, 57.57, 4.94
11.00, 57.77, 5.25			12.92, 79.14, 6.13
13.14, 55.76, 4.24			11.93, 63.47, 5.32
10.81, 59.63, 5.52
11.91, 61.99, 5.21			SET 4- After set 6 of no load
11.66, 65.77, 5.64			10.56, 69.19, 6.55
11.54, 55.34, 4.80			11.95, 70.16, 5.87
10.92, 59.11, 5.41			12.13, 57.11, 4.71
11.14, 60.18, 5.40			12.07, 57.98, 4.80
6.58, 32.65, 4.97			12.89, 109.59, 8.50
7.84, 48.09, 6.14			11.73, 57.53, 4.90
8.84, 51.85, 5.87			11.79, 58.55, 4.97
7.38, 42.26, 5.72			12.39, 62.60, 5.05
8.66, 48.86, 5.64			12.85, 64.43, 5.02
7.37, 51.90, 7.04			12.19, 58.84, 4.83
7.89, 49.52, 6.27			12.23, 57.09, 4.67
7.99, 53.70, 6.73			12.39, 65.57, 5.29
8.42, 51.88, 6.16			12.97, 104.71, 8.08
7.42, 50.99, 6.87			11.86, 55.49, 4.68
7.10, 39.03, 5.50			12.36, 71.46, 5.78
7.41, 49.49, 6.68			12.69, 70.79, 5.58
6.98, 44.10, 6.32			11.82, 55.04, 4.66
7.44, 50.37, 6.77			12.41, 57.83, 4.66
8.11, 48.82, 6.02			11.71, 55.11, 4.71
8.25, 52.21, 6.33			12.77, 71.49, 5.60
7.64, 51.10, 6.69			12.98, 70.43, 5.43
8.27, 64.30, 7.77			11.19, 68.56, 6.13
7.59, 44.50, 5.86			12.68, 69.32, 5.47
8.44, 53.28, 6.31			11.65, 64.20, 5.51
8.03, 49.03, 6.11			11.81, 54.51, 4.62
7.36, 38.98, 5.29			12.87, 60.29, 4.68
7.90, 48.72, 6.17			12.51, 65.02, 5.20
7.92, 52.67, 6.65			12.32, 57.02, 4.63
7.84, 50.66, 6.46			12.02, 55.95, 4.65
7.30, 36.62, 5.02			12.45, 62.24, 5.00
6.98, 45.48, 6.51			12.21, 72.63, 5.95
8.49, 51.11, 6.02			11.62, 71.59, 6.16
7.14, 48.11, 6.74			11.89, 58.64, 4.93
7.66, 46.59, 6.08			11.17, 51.36, 4.60
7.83, 50.87, 6.50			11.74, 74.85, 6.38
6.83, 39.29, 5.76			11.70, 55.70, 4.76
7.31, 44.59, 6.10			12.57, 79.72, 6.34
7.98, 42.52, 5.33			13.23, 58.35, 4.41
8.04, 54.46, 6.78			12.34, 65.97, 5.35
8.73, 64.94, 7.44			11.29, 53.33, 4.72
9.60, 50.26, 5.24			13.05, 59.98, 4.60
9.22, 49.98, 5.42			12.42, 54.23, 4.37
8.48, 54.43, 6.42			12.31, 57.12, 4.64
8.65, 46.93, 5.43			11.87, 50.18, 4.23
8.67, 48.09, 5.54			11.63, 59.66, 5.13
8.66, 49.07, 5.66			11.26, 59.80, 5.31
9.50, 51.22, 5.39			11.55, 52.24, 4.52
8.20, 54.35, 6.62			10.68, 40.37, 3.78
8.22, 47.28, 5.75			11.90, 62.26, 5.23
8.27, 50.61, 6.12			12.42, 59.74, 4.81
7.97, 46.20, 5.79			11.85, 62.32, 5.26
8.37, 49.68, 5.94			12.94, 66.15, 5.11
8.67, 54.20, 6.25			12.46, 66.74, 5.35
8.49, 50.59, 5.96			11.83, 65.35, 5.52
8.38, 52.79, 6.30			12.48, 56.69, 4.54
8.22, 49.23, 5.99			12.63, 70.56, 5.59
8.09, 50.02, 6.18			12.38, 71.98, 5.82
9.12, 51.58, 5.66			12.59, 58.83, 4.67
9.18, 52.12, 5.68			12.08, 53.68, 4.44
9.23, 50.54, 5.47			12.37, 58.65, 4.74
7.69, 43.79, 5.69			12.02, 71.92, 5.99
9.07, 44.47, 4.90			12.23, 69.37, 5.67
8.62, 47.78, 5.54			11.46, 56.97, 4.97
8.12, 48.73, 6.00			11.91, 54.69, 4.59
8.93, 49.24, 5.51			11.94, 62.23, 5.21
8.46, 52.17, 6.17			11.45, 63.82, 5.57
8.47, 52.90, 6.24			12.78, 59.74, 4.67
8.10, 51.16, 6.32			12.47, 60.94, 4.89
8.51, 53.79, 6.32			12.63, 77.16, 6.11
7.74, 46.81, 6.05			12.60, 59.24, 4.70
9.09, 50.38, 5.54			12.63, 49.72, 3.94
9.10, 50.82, 5.58			12.65, 66.85, 5.29
8.48, 48.97, 5.77			13.08, 56.91, 4.35
9.22, 53.58, 5.81			12.26, 77.17, 6.29
8.13, 51.08, 6.28			12.73, 102.35, 8.04
8.46, 50.29, 5.94			11.50, 59.32, 5.16
8.59, 52.56, 6.12			12.93, 58.78, 4.54
8.67, 58.51, 6.75			12.58, 60.28, 4.79
7.94, 49.17, 6.19			10.93, 53.92, 4.93
9.22, 51.81, 5.62			11.92, 57.21, 4.80
8.07, 41.91, 5.20			12.20, 55.82, 4.58
8.53, 49.42, 5.80			11.95, 62.62, 5.24
8.59, 50.77, 5.91			11.75, 56.45, 4.80
8.98, 53.17, 5.92			11.99, 56.47, 4.71
8.73, 41.42, 4.75			11.47, 58.68, 5.12
8.95, 50.16, 5.60			12.59, 61.37, 4.87
9.03, 50.84, 5.63			11.89, 74.09, 6.23
8.99, 51.55, 5.74			11.77, 55.65, 4.73
8.12, 46.80, 5.76			11.70, 64.17, 5.49
9.09, 56.34, 6.20			12.90, 58.08, 4.50
9.35, 60.15, 6.43			12.16, 54.08, 4.45
8.24, 45.24, 5.49			11.76, 59.38, 5.05
8.95, 51.90, 5.80			11.96, 51.66, 4.32
8.90, 47.09, 5.29			12.33, 57.62, 4.67
8.14, 45.04, 5.54			12.61, 55.89, 4.43
8.71, 50.87, 5.84			11.57, 62.69, 5.42
7.89, 46.17, 5.85			12.75, 57.94, 4.55
